日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-12-14,0.703,0.703,0.709,0.701,82607,5824794.1,1.14,0.57,0.004,14.0
2022-12-15,0.7,0.696,0.7,0.694,48216,3361414.7,0.85,-1.0,-0.007,8.17
2022-12-16,0.696,0.7,0.703,0.691,123694,8619044.0,1.72,0.57,0.004,20.96
2022-12-19,0.708,0.691,0.708,0.689,78357,5452485.4,2.71,-1.29,-0.009,13.28
2022-12-20,0.686,0.679,0.69,0.676,84496,5778806.1,2.03,-1.74,-0.012,14.32
2022-12-21,0.679,0.678,0.684,0.677,70290,4780542.1,1.03,-0.15,-0.001,11.91
2022-12-22,0.68,0.692,0.698,0.68,70440,4891892.1,2.65,2.06,0.014,11.93
2022-12-23,0.691,0.693,0.695,0.678,72825,5029851.1,2.46,0.14,0.001,12.34
2022-12-26,0.672,0.694,0.694,0.672,20933,1450352.3,3.17,0.14,0.001,3.55
2022-12-27,0.694,0.696,0.696,0.69,13267,921123.8,0.86,0.29,0.002,2.25
2022-12-28,0.698,0.702,0.71,0.698,64289,4530184.7,1.72,0.86,0.006,10.89
2022-12-29,0.697,0.706,0.71,0.697,60174,4239623.218,1.85,0.57,0.004,10.19
2022-12-30,0.712,0.709,0.713,0.702,90367,6384206.3,1.56,0.42,0.003,15.31
2023-01-03,0.696,0.714,0.714,0.693,116016,8141130.0,2.96,0.71,0.005,19.66
2023-01-04,0.711,0.714,0.718,0.709,111969,7987745.9,1.26,0.0,0.0,18.97
2023-01-05,0.718,0.729,0.733,0.718,77130,5620645.529,2.1,2.1,0.015,13.07
2023-01-06,0.729,0.726,0.734,0.722,83086,6057669.1,1.65,-0.41,-0.003,14.08
2023-01-09,0.727,0.73,0.732,0.726,45092,3286891.4,0.83,0.55,0.004,7.64
2023-01-10,0.724,0.73,0.731,0.724,15154,1104563.6,0.96,0.0,0.0,2.57
2023-01-11,0.735,0.729,0.741,0.729,24376,1796026.7,1.64,-0.14,-0.001,4.13
2023-01-12,0.733,0.719,0.733,0.716,18439,1333013.2,2.33,-1.37,-0.01,3.12
2023-01-13,0.71,0.728,0.73,0.71,4600,331352.3,2.78,1.25,0.009,0.78
2023-01-16,0.729,0.738,0.748,0.729,8676,645288.4,2.61,1.37,0.01,1.47
2023-01-17,0.742,0.736,0.745,0.735,10210,756204.0,1.36,-0.27,-0.002,1.73
2023-01-18,0.736,0.739,0.743,0.735,12103,897707.3,1.09,0.41,0.003,2.05
2023-01-19,0.737,0.749,0.75,0.737,11833,881552.2,1.76,1.35,0.01,2.0
2023-01-20,0.763,0.757,0.763,0.738,33988,2569879.5,3.34,1.07,0.008,5.76
2023-01-30,0.76,0.763,0.779,0.76,29951,2307371.1,2.51,0.79,0.006,5.07
2023-01-31,0.763,0.746,0.763,0.746,35524,2662224.1,2.23,-2.23,-0.017,6.02
2023-02-01,0.741,0.761,0.762,0.741,28520,2151924.4,2.82,2.01,0.015,4.83
2023-02-02,0.762,0.765,0.772,0.762,21861,1677408.4,1.31,0.53,0.004,3.7
2023-02-03,0.765,0.761,0.765,0.75,8719,657678.7,1.96,-0.52,-0.004,1.48
2023-02-06,0.747,0.745,0.765,0.74,13638,1017261.756,3.29,-2.1,-0.016,2.31
2023-02-07,0.749,0.748,0.755,0.747,14846,1114934.9,1.07,0.4,0.003,2.52
2023-02-08,0.748,0.742,0.75,0.736,25618,1911036.335,1.87,-0.8,-0.006,4.34
2023-02-09,0.751,0.76,0.761,0.738,12787,964288.0,3.1,2.43,0.018,2.17
2023-02-10,0.761,0.749,0.761,0.744,35209,2641061.7,2.24,-1.45,-0.011,5.97
2023-02-13,0.748,0.752,0.752,0.744,21018,1569603.5,1.07,0.4,0.003,3.56
2023-02-14,0.762,0.751,0.762,0.748,16099,1209222.334,1.86,-0.13,-0.001,2.73
2023-02-15,0.748,0.75,0.752,0.744,17906,1340353.4,1.07,-0.13,-0.001,3.03
2023-02-16,0.755,0.748,0.763,0.741,25752,1946584.5,2.93,-0.27,-0.002,4.36
2023-02-17,0.754,0.734,0.754,0.734,21207,1566450.4,2.67,-1.87,-0.014,3.59
2023-02-20,0.73,0.747,0.747,0.725,20861,1541947.8,3.0,1.77,0.013,3.53
2023-02-21,0.741,0.733,0.744,0.732,37524,2770177.9,1.61,-1.87,-0.014,6.36
2023-02-22,0.733,0.729,0.734,0.726,10831,789016.6,1.09,-0.55,-0.004,1.83
2023-02-23,0.731,0.726,0.733,0.725,14161,1032432.81,1.1,-0.41,-0.003,2.4
2023-02-24,0.731,0.721,0.74,0.719,27199,1965497.3,2.89,-0.69,-0.005,4.61
2023-02-27,0.718,0.714,0.722,0.713,15792,1129562.1,1.25,-0.97,-0.007,2.68
2023-02-28,0.71,0.72,0.75,0.693,16421,1160532.4,7.98,0.84,0.006,2.78
2023-03-01,0.72,0.738,0.738,0.72,41793,3052841.1,2.5,2.5,0.018,7.08
2023-03-02,0.736,0.732,0.744,0.731,14598,1071530.686,1.76,-0.81,-0.006,2.47
2023-03-03,0.74,0.74,0.742,0.731,25512,1881269.0,1.5,1.09,0.008,4.32
2023-03-06,0.74,0.734,0.743,0.718,19059,1396431.4,3.38,-0.81,-0.006,3.23
2023-03-07,0.735,0.717,0.735,0.715,12760,927701.6,2.72,-2.32,-0.017,2.16
2023-03-08,0.718,0.712,0.718,0.707,12350,878344.6,1.53,-0.7,-0.005,2.09
2023-03-09,0.711,0.714,0.72,0.71,9990,712076.2,1.4,0.28,0.002,1.69
2023-03-10,0.711,0.699,0.715,0.67,16965,1182690.9,6.3,-2.1,-0.015,2.87
2023-03-13,0.699,0.708,0.709,0.699,17030,1200159.923,1.43,1.29,0.009,2.89
2023-03-14,0.708,0.701,0.708,0.697,3296,232364.5,1.55,-0.99,-0.007,0.56
2023-03-15,0.701,0.702,0.713,0.701,3776,266577.8,1.71,0.14,0.001,0.64
2023-03-16,0.701,0.694,0.707,0.692,2563,178495.8,2.14,-1.14,-0.008,0.43
2023-03-17,0.699,0.702,0.709,0.699,10129,715630.8,1.44,1.15,0.008,1.72
2023-03-20,0.706,0.697,0.706,0.696,7996,560406.1,1.42,-0.71,-0.005,1.35
2023-03-21,0.696,0.711,0.711,0.696,3422,242085.9,2.15,2.01,0.014,0.58
2023-03-22,0.711,0.723,0.725,0.7,17567,1266065.1,3.52,1.69,0.012,2.98
2023-03-23,0.723,0.743,0.743,0.723,21845,1605278.2,2.77,2.77,0.02,3.7
2023-03-24,0.748,0.745,0.754,0.741,40234,2997959.1,1.75,0.27,0.002,6.82
2023-03-27,0.745,0.744,0.75,0.737,17635,1310033.0,1.74,-0.13,-0.001,2.99
2023-03-28,0.744,0.737,0.744,0.735,12611,931315.741,1.21,-0.94,-0.007,2.14
2023-03-29,0.734,0.746,0.75,0.734,30870,2301431.428,2.17,1.22,0.009,5.23
2023-03-30,0.747,0.745,0.75,0.737,10819,805207.3,1.74,-0.13,-0.001,1.83
2023-03-31,0.749,0.753,0.753,0.744,18214,1366375.9,1.21,1.07,0.008,3.09
2023-04-03,0.746,0.755,0.756,0.746,36713,2761505.5,1.33,0.27,0.002,6.22
2023-04-04,0.744,0.753,0.756,0.744,13845,1038084.304,1.59,-0.26,-0.002,2.35
2023-04-06,0.753,0.754,0.756,0.748,21870,1649316.5,1.06,0.13,0.001,3.71
2023-04-07,0.759,0.771,0.771,0.756,58832,4484674.5,1.99,2.25,0.017,9.97
2023-04-10,0.772,0.761,0.774,0.756,31800,2435604.5,2.33,-1.3,-0.01,5.39
2023-04-11,0.751,0.758,0.769,0.751,26539,2025295.7,2.37,-0.39,-0.003,4.5
2023-04-12,0.759,0.761,0.764,0.759,22699,1729492.6,0.66,0.4,0.003,3.85
2023-04-13,0.766,0.754,0.766,0.737,29162,2203805.8,3.81,-0.92,-0.007,4.94
2023-04-14,0.749,0.759,0.765,0.749,28788,2179641.2,2.12,0.66,0.005,4.88
2023-04-17,0.759,0.762,0.762,0.756,19290,1464071.3,0.79,0.4,0.003,3.27
2023-04-18,0.77,0.756,0.771,0.742,27806,2101879.8,3.81,-0.79,-0.006,4.71
2023-04-19,0.756,0.753,0.76,0.75,28771,2176325.7,1.32,-0.4,-0.003,4.87
2023-04-20,0.753,0.753,0.757,0.747,22694,1713804.2,1.33,0.0,0.0,3.84
2023-04-21,0.755,0.736,0.755,0.736,31305,2322792.1,2.52,-2.26,-0.017,5.3
2023-04-24,0.736,0.723,0.742,0.722,11735,857952.8,2.72,-1.77,-0.013,1.99
2023-04-25,0.716,0.704,0.717,0.7,38188,2701777.1,2.35,-2.63,-0.019,6.47
2023-04-26,0.704,0.705,0.71,0.701,26545,1873970.521,1.28,0.14,0.001,4.5
2023-04-27,0.701,0.702,0.705,0.698,18917,1328028.2,0.99,-0.43,-0.003,3.2
2023-04-28,0.702,0.713,0.713,0.702,22775,1617627.1,1.57,1.57,0.011,3.86
2023-05-04,0.714,0.704,0.714,0.701,27841,1958821.1,1.82,-1.26,-0.009,4.72
2023-05-05,0.705,0.703,0.708,0.7,16860,1187882.5,1.14,-0.14,-0.001,2.86
2023-05-08,0.702,0.702,0.705,0.699,22945,1609605.2,0.85,-0.14,-0.001,3.89
2023-05-09,0.7,0.695,0.705,0.695,42972,3005790.999,1.42,-1.0,-0.007,7.28
2023-05-10,0.702,0.695,0.712,0.69,19233,1334007.1,3.17,0.0,0.0,3.26
2023-05-11,0.7,0.691,0.701,0.69,20325,1408031.8,1.58,-0.58,-0.004,3.44
2023-05-12,0.691,0.691,0.696,0.69,18528,1284586.6,0.87,0.0,0.0,3.14
2023-05-15,0.688,0.701,0.702,0.685,28355,1959869.6,2.46,1.45,0.01,4.8
2023-05-16,0.699,0.706,0.77,0.699,51754,3687257.597,10.13,0.71,0.005,8.77
2023-05-17,0.705,0.704,0.712,0.696,69330,4895272.6,2.27,-0.28,-0.002,11.75
2023-05-18,0.693,0.699,0.706,0.693,54236,3804193.9,1.85,-0.71,-0.005,9.19
2023-05-19,0.695,0.702,0.703,0.695,52606,3684621.709,1.14,0.43,0.003,8.91
2023-05-22,0.702,0.707,0.708,0.702,48252,3404889.6,0.85,0.71,0.005,8.17
2023-05-23,0.708,0.701,0.711,0.701,37089,2628632.806,1.41,-0.85,-0.006,6.28
2023-05-24,0.701,0.695,0.701,0.692,39106,2721964.9,1.28,-0.86,-0.006,6.63
2023-05-25,0.694,0.688,0.7,0.682,33439,2296082.5,2.59,-1.01,-0.007,5.67
2023-05-26,0.693,0.692,0.7,0.689,1631,112654.4,1.6,0.58,0.004,0.28
2023-05-29,0.689,0.687,0.696,0.686,19514,1348076.4,1.45,-0.72,-0.005,3.31
2023-05-30,0.68,0.696,0.697,0.673,55881,3863711.1,3.49,1.31,0.009,9.47
2023-05-31,0.696,0.678,0.696,0.677,13760,935778.1,2.73,-2.59,-0.018,2.33
2023-06-01,0.674,0.696,0.704,0.674,67233,4675566.303,4.42,2.65,0.018,11.39
2023-06-02,0.698,0.708,0.708,0.698,43166,3033768.1,1.44,1.72,0.012,7.31
2023-06-05,0.707,0.706,0.712,0.706,18753,1331620.2,0.85,-0.28,-0.002,3.18
2023-06-06,0.701,0.692,0.712,0.692,65271,4593251.176,2.83,-1.98,-0.014,11.06
2023-06-07,0.692,0.704,0.707,0.692,78824,5529213.27,2.17,1.73,0.012,13.35
2023-06-08,0.704,0.695,0.704,0.688,27891,1924936.5,2.27,-1.28,-0.009,4.73
2023-06-09,0.697,0.702,0.704,0.694,32849,2290593.7,1.44,1.01,0.007,5.57
2023-06-12,0.698,0.705,0.706,0.698,25922,1823253.5,1.14,0.43,0.003,4.39
2023-06-13,0.699,0.72,0.724,0.699,45294,3238588.5,3.55,2.13,0.015,7.67
2023-06-14,0.727,0.717,0.728,0.717,61047,4406016.3,1.53,-0.42,-0.003,10.34
2023-06-15,0.718,0.731,0.74,0.718,33691,2455119.4,3.07,1.95,0.014,5.71
2023-06-16,0.731,0.744,0.747,0.731,11488,852023.6,2.19,1.78,0.013,1.95
2023-06-19,0.744,0.742,0.744,0.738,8313,615515.0,0.81,-0.27,-0.002,1.41
2023-06-20,0.741,0.742,0.758,0.737,31333,2342392.2,2.83,0.0,0.0,5.31
2023-06-21,0.727,0.73,0.747,0.721,82461,5996327.3,3.5,-1.62,-0.012,13.97
2023-06-26,0.725,0.717,0.725,0.715,31822,2283805.3,1.37,-1.78,-0.013,5.39
2023-06-27,0.717,0.723,0.723,0.713,29069,2089364.1,1.39,0.84,0.006,4.92
2023-06-28,0.723,0.713,0.723,0.707,11168,793228.9,2.21,-1.38,-0.01,1.89
2023-06-29,0.714,0.714,0.76,0.709,4313,307263.6,7.15,0.14,0.001,0.73
2023-06-30,0.721,0.717,0.721,0.709,8827,629232.813,1.68,0.42,0.003,1.5
2023-07-03,0.712,0.72,0.726,0.712,25450,1834936.7,1.95,0.42,0.003,4.31
2023-07-04,0.719,0.728,0.73,0.719,10619,772551.9,1.53,1.11,0.008,1.8
2023-07-05,0.725,0.72,0.733,0.719,8229,597377.3,1.92,-1.1,-0.008,1.39
2023-07-06,0.715,0.713,0.725,0.71,12851,918734.1,2.08,-0.97,-0.007,2.18
2023-07-07,0.708,0.71,0.719,0.7,8782,622109.2,2.66,-0.42,-0.003,1.49
2023-07-10,0.713,0.708,0.713,0.706,51231,3624873.9,0.99,-0.28,-0.002,8.68
2023-07-11,0.713,0.715,0.716,0.711,8063,575681.5,0.71,0.99,0.007,1.37
2023-07-12,0.716,0.711,0.72,0.711,18076,1288095.0,1.26,-0.56,-0.004,3.06
2023-07-13,0.717,0.729,0.731,0.717,34563,2506458.5,1.97,2.53,0.018,5.86
2023-07-14,0.73,0.736,0.736,0.728,56539,4144190.038,1.1,0.96,0.007,9.58
2023-07-17,0.736,0.727,0.736,0.725,14276,1039089.4,1.49,-1.22,-0.009,2.42
2023-07-18,0.722,0.722,0.729,0.722,29611,2150045.7,0.96,-0.69,-0.005,5.02
2023-07-19,0.727,0.719,0.727,0.713,51612,3713401.5,1.94,-0.42,-0.003,8.74
2023-07-20,0.717,0.707,0.722,0.707,71247,5099324.9,2.09,-1.67,-0.012,12.07
2023-07-21,0.705,0.707,0.714,0.705,32252,2291382.9,1.27,0.0,0.0,5.46
2023-07-24,0.705,0.709,0.712,0.705,34269,2430036.2,0.99,0.28,0.002,5.81
2023-07-25,0.712,0.724,0.724,0.712,26765,1929648.9,1.69,2.12,0.015,4.53
2023-07-26,0.719,0.723,0.73,0.719,15683,1132437.3,1.52,-0.14,-0.001,2.66
2023-07-27,0.721,0.723,0.74,0.721,7313,531333.6,2.63,0.0,0.0,1.24
2023-07-28,0.718,0.741,0.741,0.717,21510,1573399.964,3.32,2.49,0.018,3.64
2023-07-31,0.748,0.742,0.757,0.741,52829,3937341.6,2.16,0.13,0.001,8.95
2023-08-01,0.742,0.738,0.746,0.737,47475,3525769.9,1.21,-0.54,-0.004,8.04
2023-08-02,0.738,0.728,0.741,0.728,44040,3224286.8,1.76,-1.36,-0.01,7.46
2023-08-03,0.725,0.736,0.738,0.725,40335,2960155.0,1.79,1.1,0.008,6.83
2023-08-04,0.74,0.739,0.748,0.736,27474,2033682.3,1.63,0.41,0.003,4.65
2023-08-07,0.739,0.729,0.739,0.729,33697,2470934.7,1.35,-1.35,-0.01,5.71
2023-08-08,0.733,0.726,0.733,0.726,36777,2679953.19,0.96,-0.41,-0.003,6.23
2023-08-09,0.726,0.725,0.728,0.723,29258,2123235.6,0.69,-0.14,-0.001,4.96
2023-08-10,0.72,0.727,0.727,0.72,21034,1523004.5,0.97,0.28,0.002,3.56
2023-08-11,0.726,0.713,0.727,0.713,41352,2983886.523,1.93,-1.93,-0.014,7.01
2023-08-14,0.71,0.711,0.711,0.703,35295,2491857.9,1.12,-0.28,-0.002,5.98
2023-08-15,0.713,0.709,0.713,0.705,40145,2845005.818,1.13,-0.28,-0.002,6.8
2023-08-16,0.707,0.704,0.707,0.703,49880,3514327.352,0.56,-0.71,-0.005,8.45
2023-08-17,0.701,0.704,0.704,0.695,58106,4073256.8,1.28,0.0,0.0,9.84
2023-08-18,0.704,0.692,0.704,0.689,70198,4876052.4,2.13,-1.7,-0.012,11.89
2023-08-21,0.687,0.681,0.689,0.681,66451,4556265.8,1.16,-1.59,-0.011,11.26
2023-08-22,0.678,0.69,0.74,0.675,65591,4465887.1,9.54,1.32,0.009,11.11
2023-08-23,0.69,0.681,0.69,0.679,45406,3099090.1,1.59,-1.3,-0.009,7.69
2023-08-24,0.688,0.698,0.699,0.677,56526,3911203.7,3.23,2.5,0.017,9.58
2023-08-25,0.693,0.685,0.704,0.681,58264,3993223.1,3.3,-1.86,-0.013,9.87
2023-08-28,0.708,0.697,0.733,0.685,58291,4104511.7,7.01,1.75,0.012,9.88
2023-08-29,0.687,0.707,0.73,0.687,75386,5294920.8,6.17,1.43,0.01,12.77
2023-08-30,0.705,0.71,0.717,0.705,31442,2233814.5,1.7,0.42,0.003,5.33
2023-08-31,0.71,0.701,0.71,0.701,32370,2279787.8,1.27,-1.27,-0.009,5.48
2023-09-01,0.702,0.699,0.702,0.696,13086,912587.993,0.86,-0.29,-0.002,2.22
2023-09-04,0.717,0.709,0.717,0.702,59859,4240686.4,2.15,1.43,0.01,10.14
2023-09-05,0.709,0.704,0.709,0.704,51998,3669510.8,0.71,-0.71,-0.005,8.81
2023-09-06,0.701,0.696,0.701,0.69,71312,4955956.99,1.56,-1.14,-0.008,12.08
2023-09-07,0.692,0.683,0.705,0.682,64268,4410222.5,3.3,-1.87,-0.013,10.89
2023-09-08,0.693,0.68,0.693,0.679,19744,1343974.2,2.05,-0.44,-0.003,3.34
2023-09-11,0.681,0.69,0.69,0.68,33462,2286277.5,1.47,1.47,0.01,5.67
2023-09-12,0.691,0.688,0.691,0.683,42513,2922577.5,1.16,-0.29,-0.002,7.2
2023-09-13,0.687,0.684,0.687,0.682,86825,5944876.5,0.73,-0.58,-0.004,14.71
2023-09-14,0.679,0.679,0.695,0.678,74226,5047158.0,2.49,-0.73,-0.005,12.58
2023-09-15,0.698,0.682,0.698,0.677,57617,3938398.5,3.09,0.44,0.003,9.76
2023-09-18,0.682,0.681,0.685,0.679,69458,4732752.9,0.88,-0.15,-0.001,11.77
2023-09-19,0.678,0.674,0.679,0.671,59135,3982911.0,1.17,-1.03,-0.007,10.02
2023-09-20,0.673,0.67,0.673,0.668,74050,4965733.7,0.74,-0.59,-0.004,12.55
2023-09-21,0.665,0.661,0.666,0.659,71983,4762647.5,1.04,-1.34,-0.009,12.2
2023-09-22,0.663,0.676,0.676,0.663,38003,2534857.097,1.97,2.27,0.015,6.44
2023-09-25,0.675,0.674,0.675,0.671,35682,2399762.4,0.59,-0.3,-0.002,6.05
2023-09-26,0.674,0.671,0.676,0.671,25778,1734855.3,0.74,-0.45,-0.003,4.37
2023-09-27,0.671,0.675,0.677,0.671,26100,1760430.189,0.89,0.6,0.004,4.42
2023-09-28,0.682,0.666,0.69,0.665,76815,5185327.4,3.7,-1.33,-0.009,13.01
2023-10-09,0.665,0.677,0.677,0.662,16844,1124455.0,2.25,1.65,0.011,2.85
2023-10-10,0.685,0.681,0.687,0.678,61726,4214623.8,1.33,0.59,0.004,10.46
2023-10-11,0.695,0.694,0.695,0.683,45543,3142713.278,1.76,1.91,0.013,7.72
2023-10-12,0.689,0.701,0.701,0.689,53395,3724444.398,1.73,1.01,0.007,9.05
2023-10-13,0.7,0.692,0.7,0.69,30062,2080295.8,1.43,-1.28,-0.009,5.09
2023-10-16,0.699,0.684,0.699,0.681,91929,6335314.0,2.6,-1.16,-0.008,15.57
2023-10-17,0.683,0.687,0.687,0.681,35915,2460058.4,0.88,0.44,0.003,6.08
2023-10-18,0.689,0.675,0.689,0.672,38570,2618857.654,2.47,-1.75,-0.012,6.53
2023-10-19,0.67,0.668,0.705,0.666,24031,1615905.226,5.78,-1.04,-0.007,4.07
2023-10-20,0.663,0.658,0.669,0.658,32322,2134429.7,1.65,-1.5,-0.01,5.48
2023-10-23,0.657,0.648,0.657,0.647,21593,1403275.55,1.52,-1.52,-0.01,3.66
2023-10-24,0.654,0.653,0.659,0.648,67646,4413719.227,1.7,0.77,0.005,11.46
2023-10-25,0.656,0.659,0.665,0.656,47150,3119557.5,1.38,0.92,0.006,7.99
2023-10-26,0.654,0.656,0.657,0.65,35523,2319383.0,1.06,-0.46,-0.003,6.02
2023-10-27,0.69,0.671,0.69,0.651,62870,4179129.2,5.95,2.29,0.015,10.65
2023-10-30,0.665,0.69,0.69,0.665,72344,4942699.6,3.73,2.83,0.019,12.26
2023-10-31,0.69,0.677,0.69,0.674,82468,5596658.9,2.32,-1.88,-0.013,13.97
2023-11-01,0.672,0.674,0.688,0.67,48599,3277493.1,2.66,-0.44,-0.003,8.23
2023-11-02,0.679,0.674,0.684,0.672,60191,4086680.0,1.78,0.0,0.0,10.2
2023-11-03,0.677,0.69,0.691,0.675,50793,3477270.6,2.37,2.37,0.016,8.61
2023-11-06,0.691,0.712,0.712,0.691,48216,3414526.3,3.04,3.19,0.022,8.17
2023-11-07,0.707,0.706,0.712,0.692,48507,3430984.2,2.81,-0.84,-0.006,8.22
2023-11-08,0.706,0.709,0.715,0.706,61606,4371250.5,1.27,0.42,0.003,10.44
2023-11-09,0.708,0.709,0.714,0.706,51078,3620277.2,1.13,0.0,0.0,8.65
2023-11-10,0.704,0.702,0.704,0.695,45964,3216070.3,1.27,-0.99,-0.007,7.79
2023-11-13,0.702,0.7,0.706,0.698,55704,3898561.8,1.14,-0.28,-0.002,9.44
2023-11-14,0.701,0.7,0.707,0.697,54868,3845688.404,1.43,0.0,0.0,9.3
2023-11-15,0.708,0.709,0.712,0.705,60955,4315337.2,1.0,1.29,0.009,10.33
2023-11-16,0.711,0.7,0.711,0.699,50126,3527637.7,1.69,-1.27,-0.009,8.49
2023-11-17,0.704,0.697,0.704,0.695,43213,3022028.8,1.29,-0.43,-0.003,7.32
2023-11-20,0.697,0.701,0.702,0.694,45916,3196845.6,1.15,0.57,0.004,7.78
2023-11-21,0.701,0.698,0.71,0.697,47293,3331873.5,1.85,-0.43,-0.003,8.01
2023-11-22,0.698,0.689,0.698,0.689,47932,3315798.4,1.29,-1.29,-0.009,8.12
2023-11-23,0.69,0.695,0.695,0.687,49797,3437477.89,1.16,0.87,0.006,8.44
2023-11-24,0.694,0.686,0.694,0.685,47115,3241702.6,1.29,-1.29,-0.009,7.98
2023-11-27,0.693,0.687,0.693,0.682,55920,3831446.48,1.6,0.15,0.001,9.47
2023-11-28,0.686,0.689,0.691,0.686,50422,3472258.5,0.73,0.29,0.002,8.54
2023-11-29,0.683,0.678,0.683,0.677,42868,2917952.5,0.87,-1.6,-0.011,7.26
2023-11-30,0.677,0.679,0.68,0.673,50794,3437153.5,1.03,0.15,0.001,8.61
2023-12-01,0.675,0.675,0.677,0.668,54684,3677613.3,1.33,-0.59,-0.004,9.26
2023-12-04,0.67,0.663,0.67,0.661,49628,3296423.36,1.33,-1.78,-0.012,8.41
2023-12-05,0.663,0.643,0.663,0.643,45556,2948144.7,3.02,-3.02,-0.02,7.72
2023-12-06,0.644,0.647,0.651,0.638,49424,3194463.848,2.02,0.62,0.004,8.37
2023-12-07,0.642,0.64,0.645,0.636,45465,2906620.872,1.39,-1.08,-0.007,7.7
2023-12-08,0.645,0.645,0.647,0.642,43541,2807428.3,0.78,0.78,0.005,7.38
2023-12-11,0.646,0.648,0.649,0.636,39661,2540096.5,2.02,0.47,0.003,6.72
2023-12-12,0.648,0.652,0.652,0.648,31156,2024774.1,0.62,0.62,0.004,5.28
2023-12-13,0.65,0.649,0.653,0.648,48983,3188011.204,0.77,-0.46,-0.003,8.3
2023-12-14,0.657,0.648,0.66,0.648,49125,3198445.606,1.85,-0.15,-0.001,8.32
2023-12-15,0.653,0.65,0.657,0.648,51061,3331338.7,1.39,0.31,0.002,8.65
2023-12-18,0.648,0.641,0.648,0.64,70376,4542534.1,1.23,-1.38,-0.009,11.92
2023-12-19,0.642,0.639,0.643,0.636,56631,3615210.1,1.09,-0.31,-0.002,9.59
2023-12-20,0.645,0.638,0.645,0.638,30105,1928966.4,1.1,-0.16,-0.001,5.1
2023-12-21,0.635,0.637,0.639,0.63,57602,3663275.8,1.41,-0.16,-0.001,9.76
2023-12-22,0.637,0.624,0.64,0.619,88104,5580761.0,3.3,-2.04,-0.013,14.93
2023-12-25,0.624,0.623,0.625,0.62,19795,1229794.1,0.8,-0.16,-0.001,3.35
2023-12-26,0.619,0.618,0.625,0.618,27098,1676402.7,1.12,-0.8,-0.005,4.59
2023-12-27,0.613,0.626,0.629,0.613,52664,3294162.326,2.59,1.29,0.008,8.92
2023-12-28,0.623,0.645,0.646,0.623,90826,5803746.7,3.67,3.04,0.019,15.39
2023-12-29,0.647,0.646,0.647,0.642,58468,3772976.9,0.78,0.16,0.001,9.91
2024-01-02,0.645,0.636,0.646,0.636,57799,3688233.1,1.55,-1.55,-0.01,9.79
2024-01-03,0.635,0.63,0.635,0.628,48346,3055431.9,1.1,-0.94,-0.006,8.19
2024-01-04,0.627,0.623,0.627,0.622,24608,1535366.3,0.79,-1.11,-0.007,4.17
2024-01-05,0.622,0.615,0.623,0.613,57190,3546359.4,1.61,-1.28,-0.008,9.69
2024-01-08,0.614,0.6,0.615,0.599,43558,2636763.3,2.6,-2.44,-0.015,7.38
2024-01-09,0.629,0.599,0.629,0.597,60206,3624616.3,5.33,-0.17,-0.001,10.2
2024-01-10,0.594,0.595,0.6,0.59,60884,3629709.7,1.67,-0.67,-0.004,10.31
2024-01-11,0.601,0.604,0.606,0.597,59247,3568894.9,1.51,1.51,0.009,10.04
2024-01-12,0.604,0.601,0.606,0.6,48951,2955863.1,0.99,-0.5,-0.003,8.29
2024-01-15,0.598,0.599,0.605,0.596,66406,3980467.1,1.5,-0.33,-0.002,11.25
2024-01-16,0.621,0.592,0.621,0.586,61205,3630990.586,5.84,-1.17,-0.007,10.37
2024-01-17,0.592,0.574,0.592,0.573,68072,3978070.199,3.21,-3.04,-0.018,11.53
2024-01-18,0.57,0.584,0.591,0.569,69540,3992702.271,3.83,1.74,0.01,11.78
2024-01-19,0.579,0.575,0.587,0.575,74813,4351680.688,2.05,-1.54,-0.009,12.67
2024-01-22,0.58,0.556,0.58,0.554,66744,3795975.7,4.52,-3.3,-0.019,11.31
2024-01-23,0.555,0.571,0.574,0.555,76318,4344454.9,3.42,2.7,0.015,12.93
2024-01-24,0.575,0.576,0.577,0.563,53797,3053182.6,2.45,0.88,0.005,9.11
2024-01-25,0.576,0.585,0.59,0.572,43232,2501830.3,3.13,1.56,0.009,7.32
2024-01-26,0.584,0.573,0.587,0.572,59008,3441595.405,2.56,-2.05,-0.012,10.0
2024-01-29,0.574,0.562,0.591,0.562,50417,2870101.2,5.06,-1.92,-0.011,8.54
2024-01-30,0.559,0.549,0.56,0.549,69986,3887220.3,1.96,-2.31,-0.013,11.86
2024-01-31,0.554,0.534,0.554,0.533,65943,3564007.672,3.83,-2.73,-0.015,11.17
2024-02-01,0.529,0.541,0.548,0.529,68513,3699235.288,3.56,1.31,0.007,11.61
2024-02-02,0.544,0.53,0.545,0.521,73874,3971248.343,4.44,-2.03,-0.011,12.52
2024-02-05,0.525,0.53,0.541,0.519,61082,3210482.7,4.15,0.0,0.0,10.35
2024-02-06,0.53,0.558,0.56,0.53,82239,4517524.26,5.66,5.28,0.028,13.93
2024-02-07,0.563,0.572,0.573,0.56,80910,4607876.483,2.33,2.51,0.014,13.71
2024-02-08,0.567,0.572,0.577,0.552,61493,3510292.9,4.37,0.0,0.0,10.42
2024-02-19,0.592,0.58,0.592,0.572,37642,2180384.892,3.5,1.4,0.008,6.38
2024-02-20,0.575,0.574,0.576,0.565,39154,2243733.5,1.9,-1.03,-0.006,6.63
